category,image_id,image_path,ecg_id,layout,status,elapsed_seconds,error,layout_name,nonzero_leads_count,einthoven_score,median_correlation,mean_correlation,minimum_correlation,median_normalized_rmse,median_rmse_mv,median_snr_db,median_gain_ratio
photos_screens,81,photos_screens/img_81_page_0.jpeg,LPAE_00232_hr,3x4+1R,success,15.20856087500033,,3x4+1R,12,0.5913997683950364,0.705383488277955,0.7011909297897726,0.41463267652347535,0.7675575984169031,0.1450278874050201,2.5825832293513904,0.8066690724485768
photos_bents,82,photos_bents/img_82_page_0.jpeg,LPAE_19269_hr,3x4+1R,success,7.467767959000412,,3x4+1R,12,0.26350741884767065,0.4783994779325829,0.5372452868350063,0.06947103065323866,1.0157523094611247,0.1451532969775875,0.13571903525497028,0.823109866990589
photos_crumbles,82,photos_crumbles/img_82_page_0.jpeg,LPAE_19269_hr,3x4+1R,success,15.085510917000647,,Unknown layout,12,0.18535450432407188,0.31222474030547753,0.24118593795565527,-0.022157446509526627,1.1727260257533372,0.2128078308703148,-1.0634925872853789,0.9223606150984927
photos_doogee,82,photos_doogee/img_82_page_0.jpeg,LPAE_19269_hr,3x4+1R,success,9.041126500000246,,3x4+1R,12,0.9788776453005162,0.8204815965818375,0.7975867757205545,0.5847021496431468,0.5990979658506721,0.11686014903213697,2.238312356851967,0.8913531594610928
photos_iphone,82,photos_iphone/img_82_page_0.jpeg,LPAE_19269_hr,3x4+1R,success,12.318893083000148,,3x4+1R,9,0.739703716378813,0.28642107952290746,0.3796038142982958,-0.1744747532803356,1.0,0.16551520986416446,0.08152754847268497,0.42634236920904967
photos_samsung,82,photos_samsung/img_82_page_0.jpeg,LPAE_19269_hr,3x4+1R,success,9.385226874999717,,3x4+1R,12,0.964176904547201,0.8263770177189331,0.8300647042267576,0.6450281657346247,0.589274086842116,0.0955909781404013,4.061630647283373,0.9007062290406777
photos_scans,82,photos_scans/img_82_page_0.jpeg,LPAE_19269_hr,3x4+1R,success,7.409162916999776,,3x4+1R,12,0.9931758752366305,0.9547446296615745,0.9081594046211188,0.5814205801797369,0.29847998371428586,0.07189446332572345,8.079888341525733,0.8888578534815084
photos_screens,82,photos_screens/img_82_page_0.jpeg,LPAE_19269_hr,3x4+1R,success,22.34432354099954,,3x4+1R,12,0.6491268223533493,0.800303189177766,0.7859644773267757,0.5882118302552319,0.6319512527329774,0.10196383209202267,2.1865244245674758,0.8140598777149066
photos_bents,92,photos_bents/img_92_page_0.jpeg,LPAE_14680_hr,3x4+1R,success,32.09000941600061,,3x4+1R,12,0.5881494892322086,0.17268977697454405,0.19310267842481785,-0.009027559012291058,1.2863068033171192,0.2080598392341288,-1.3015785581618848,0.7777872686347536
photos_crumbles,92,photos_crumbles/img_92_page_0.jpeg,LPAE_14680_hr,3x4+1R,success,19.08082016700064,,3x4+1R,12,0.34792377612754444,0.41371132642110786,0.4162018642954742,0.10433916771833461,1.0828560884461194,0.18831373356659864,0.032363602569193795,0.779989112021499
photos_doogee,92,photos_doogee/img_92_page_0.jpeg,LPAE_14680_hr,3x4+1R,success,17.937083332999464,,3x4+1R,12,0.7383932845182385,0.8604674628560847,0.8386191079570305,0.6141623635977779,0.527503390906739,0.11985185721138376,4.112970247341073,0.7855772437077599
photos_iphone,92,photos_iphone/img_92_page_0.jpeg,LPAE_14680_hr,3x4+1R,success,21.257004541999777,,3x4+1R,12,0.861463657013966,0.8384286289912368,0.7590996593180509,0.4314666406732278,0.5635858295899895,0.14331447615676407,2.940298054763194,0.7829872443023834
photos_samsung,92,photos_samsung/img_92_page_0.jpeg,LPAE_14680_hr,3x4+1R,success,23.33776775000115,,3x4+1R,12,0.8970931632417734,0.8853976412829165,0.8567373069851901,0.6140591116832811,0.4787444552009609,0.10940525953436822,4.487467591648844,0.7611641154462978
photos_scans,92,photos_scans/img_92_page_0.jpeg,LPAE_14680_hr,3x4+1R,success,12.505188125000132,,3x4+1R,12,0.9669023434636197,0.9159672064975668,0.9064548133293321,0.7572488267247108,0.40995461435776837,0.09386070686742895,5.92167814112938,0.80188434263233
photos_screens,92,photos_screens/img_92_page_0.jpeg,LPAE_14680_hr,3x4+1R,success,35.76459950000026,,3x4+1R,12,0.9067779046277749,0.2750357919894758,0.3206530930245312,0.046283974891403644,1.2041274126343793,0.20406195652303605,-0.7771667863408965,0.7382676867896758
